stat_description_en,stat_description,id,stat_description_full_en,stat_description_full,substat_description_en,substat_description,param_description_en,param_description
Average Number of Employees per Year (Domestic Concept),Erwerbstätige im Jahresdurchschn. (Inlandskonzept),stat_description,NA,NA,NA,NA,NA,NA
Unemployment Rate on Dependent. Erwerbsp.,Arbeitslosenquote bez. auf abhäng. Erwerbsp.,stat_description,NA,NA,NA,NA,NA,NA
Unemployment Rate Dep. Civilian Employment.,Arbeitslosenquote bez. abh. zivile Erwerbspers.,stat_description,NA,NA,NA,NA,NA,NA
Unemployment Rate on all Civilian Income,Arbeitslosenquote bez. auf alle zivile Erwerbsp.,stat_description,NA,NA,NA,NA,NA,NA
Labor Force,Erwerbspersonen,stat_description,NA,NA,NA,NA,NA,NA
Employed,Erwerbstätige,stat_description,NA,NA,NA,NA,NA,NA
Unemployed,Erwerbslose,stat_description,NA,NA,NA,NA,NA,NA
Inactive,Nichterwerbspersonen,stat_description,NA,NA,NA,NA,NA,NA
Recipients,Leistungsempfänger,stat_description,NA,NA,NA,NA,NA,NA
Message: Right to Address. According to §264 Abs. 2 SGB v,nachrichtl.: Anspr.berecht. nach §264 Abs. 2 SGB V,stat_description,NA,NA,NA,NA,NA,NA
Recipients of Minimum Social Security Benefits,Empfänger von sozialen Mindestsicherungsleistungen,stat_description,NA,NA,NA,NA,NA,NA
Rent per Ha,Pachtentgelt je ha,stat_description,NA,NA,NA,NA,NA,NA
Living Space in Residential Buildings,Wohnfläche in Wohngebäuden,stat_description,NA,NA,NA,NA,NA,NA
Usable Area (NF),Nutzfläche (NF),stat_description,NA,NA,NA,NA,NA,NA
Area,Fläche,stat_description,NA,NA,NA,NA,NA,NA
Floor Area,Bodenfläche,stat_description,NA,NA,NA,NA,NA,NA
Area Surface Area,Gebietsfläche,stat_description,NA,NA,NA,NA,NA,NA
Usable Space in New Non-Residential Buildings,Nutzfläche in neuen Nichtwohngebäuden,stat_description,NA,NA,NA,NA,NA,NA
Agricultural Area,Landwirtschaftlich genutzte Fläche,stat_description,NA,NA,NA,NA,NA,NA
Area in the Respective Ownership Relationship,Fläche im jeweiligen Eigentumsverhältnis,stat_description,NA,NA,NA,NA,NA,NA
Ecologically Managed LF,Ökologisch bewirtschaftete LF,stat_description,NA,NA,NA,NA,NA,NA
LF in Farms with Organic Farming,LF in Betrieben mit ökologischem Landbau,stat_description,NA,NA,NA,NA,NA,NA
Leased LF,gepachtete LF,stat_description,NA,NA,NA,NA,NA,NA
Probable Claims,voraussichtliche Forderungen,stat_description,NA,NA,NA,NA,NA,NA
Probable Claims (Company),voraussichtliche Forderungen (Unternehmen),stat_description,NA,NA,NA,NA,NA,NA
Probable Claims (Consumers),voraussichtliche Forderungen (Verbraucher),stat_description,NA,NA,NA,NA,NA,NA
Tourist Arrivals,Gästeankünfte,stat_description,NA,NA,NA,NA,NA,NA
Guest Nights,Gästeübernachtungen,stat_description,NA,NA,NA,NA,NA,NA
Offered Guest Beds,Angebotene Gästebetten,stat_description,NA,NA,NA,NA,NA,NA
Open Accommodation Facilities,Geöffnete Beherbergungsbetriebe,stat_description,NA,NA,NA,NA,NA,NA
Building with Living Space,Gebäude mit Wohnraum,stat_description,NA,NA,NA,NA,NA,NA
Number of Municipalities,Zahl der Gemeinden,stat_description,NA,NA,NA,NA,NA,NA
Beds Set Up on an Annual Average,aufgestellte Betten im Jahresdurchschnitt,stat_description,NA,NA,NA,NA,NA,NA
Hospitals,Krankenhäuser,stat_description,NA,NA,NA,NA,NA,NA
Patient Access in Hospitals,Patientenzugang in Krankenhäusern,stat_description,NA,NA,NA,NA,NA,NA
Patient Departure Including Deaths -in Hospitals,Patientenabgang einschl. Sterbefälle -in Krankenh.,stat_description,NA,NA,NA,NA,NA,NA
Hospitals: Set Up Beds (JD),Krankenhäuser: aufgestellte Betten (JD),stat_description,NA,NA,NA,NA,NA,NA
Nursing Staff in Hospitals,Personal im Pflegedienst in Krankenhäusern,stat_description,NA,NA,NA,NA,NA,NA
Full-Time Doctors in Hospitals,hauptamtliche Ärzte in Krankenhäusern,stat_description,NA,NA,NA,NA,NA,NA
Full-Time Doctors with Ex. in Hospital,hauptamtliche Ärzte mit abg. Weiterb. in Krankenh.,stat_description,NA,NA,NA,NA,NA,NA
Preventive or Rehabilitation Facilities,Vorsorge- oder Rehabilitationseinrichtungen,stat_description,NA,NA,NA,NA,NA,NA
Patient Access in Pre / Rehab Facilities,Patientenzugang in Vors./Reha-Einrichtungen,stat_description,NA,NA,NA,NA,NA,NA
Patient Exit with Deaths in Preventive / Rehab Units,Patientenabgang m.Sterbefällen in Vors./Reha-Einr.,stat_description,NA,NA,NA,NA,NA,NA
Chair / Rehab Equipment: Set Up Beds (JD),Vors./Rehaeinrichtungen: aufgestellte Betten (JD),stat_description,NA,NA,NA,NA,NA,NA
Nursing Staff in Pre-Rehab Facility,Personal im Pflegedienst in Vors./Reha-Einrichtung,stat_description,NA,NA,NA,NA,NA,NA
Full-Time Doctors in Prevention / Rehabilitation Facilities,hauptamtliche Ärzte in Vorsorge/Reha-Einrichtungen,stat_description,NA,NA,NA,NA,NA,NA
Hauptamtl. Doctors with Certified Further Training in Vors./Reha,hauptamtl. Ärzte mit abg. Weiterb. in Vors./Reha,stat_description,NA,NA,NA,NA,NA,NA
Erected Beds (JD) in Hospitals,aufgestellte Betten (JD) in Krankenhäuser,stat_description,NA,NA,NA,NA,NA,NA
Erected Beds (JD) in the Chair / Rehab Facility,aufgestellte Betten (JD) in Vors./Reha-Einrichtung,stat_description,NA,NA,NA,NA,NA,NA
Fully Inpatient Treated Patients in Hospitals,Vollstationär behandelte Patienten in Krankenhäusern,stat_description,NA,NA,NA,NA,NA,NA
Business Registrations (without Vending Machine Display),Gewerbeanmeldungen (ohne Automatenaufsteller),stat_description,NA,NA,NA,NA,NA,NA
Business Registrations (without Machine Display),Gewerbeummeldungen (ohne Automatenaufsteller),stat_description,NA,NA,NA,NA,NA,NA
Business Deregistration (without Vending Machine Display),Gewerbeabmeldungen (ohne Automatenaufsteller),stat_description,NA,NA,NA,NA,NA,NA
Employees in Total on an Annual Average,Tätige Personen insgesamt im Jahresdurchschnitt,stat_description,NA,NA,NA,NA,NA,NA
Employees Subject to Social Security Contributions in the JD,sozialversicherungspflichtig Beschäftigte im JD,stat_description,NA,NA,NA,NA,NA,NA
Marginally Paid Employees in the JD,geringfügig entlohnte Beschäftigte im JD,stat_description,NA,NA,NA,NA,NA,NA
Employees per Company in the JD,Tätige Personen je Unternehmen im JD,stat_description,NA,NA,NA,NA,NA,NA
Total Sales,Umsatz insgesamt,stat_description,NA,NA,NA,NA,NA,NA
Turnover per Person Employed,Umsatz je tätige Person,stat_description,NA,NA,NA,NA,NA,NA
Investments,Investitionen,stat_description,NA,NA,NA,NA,NA,NA
Insolvency Proceedings,Insolvenzverfahren,stat_description,NA,NA,NA,NA,NA,NA
Bankruptcy Proceedings (Consumers),Insolvenzverfahren (Verbraucher),stat_description,NA,NA,NA,NA,NA,NA
Insolvency Proceedings (Companies),Insolvenzverfahren (Unternehmen),stat_description,NA,NA,NA,NA,NA,NA
Insolvency Proceedings (Other Debtors),Insolvenzverfahren (übrige Schuldner),stat_description,NA,NA,NA,NA,NA,NA
Employees (Companies),Beschäftigte (Unternehmen),stat_description,NA,NA,NA,NA,NA,NA
Daycare Facilities for Children,Tageseinrichtungen für Kinder,stat_description,NA,NA,NA,NA,NA,NA
Institutions with Inclusive Childcare,Einrichtungen mit integrativer Kinderbetreuung,stat_description,NA,NA,NA,NA,NA,NA
Supervised Children,Betreute Kinder,stat_description,NA,NA,NA,NA,NA,NA
"Children, Origin at Least 1 Parent Foreign","Kinder, Herkunft mind. 1 Elternteil ausländisch",stat_description,NA,NA,NA,NA,NA,NA
Children with Lunch,Kinder mit Mittagsverpflegung,stat_description,NA,NA,NA,NA,NA,NA
Supervised Children under 3 Years Old,Betreute Kinder von unter 3 Jahren,stat_description,NA,NA,NA,NA,NA,NA
Supervised Children under the Age of 14,Betreute Kinder von unter 14 Jahren,stat_description,NA,NA,NA,NA,NA,NA
Children,Kinder,stat_description,NA,NA,NA,NA,NA,NA
Attendance Rate,Betreuungsquote,stat_description,NA,NA,NA,NA,NA,NA
Proportion of Children with Foreign Origin of at Least One Parent,Anteil der Kinder mit ausl. Herkunft mind. eines Elternteils,stat_description,NA,NA,NA,NA,NA,NA
Ant.d.children with Continuous Supervision Time V.m.a. 7 Hours a Day of Care,Ant.d.Kinder m.e.durchgeh. Betreuungszeit v.m.a. 7 Std.p.Betreuungstag,stat_description,NA,NA,NA,NA,NA,NA
Performance Bonuses,Leistungsbezüge,stat_description,NA,NA,NA,NA,NA,NA
Wage and Income Taxpayers,Lohn- und Einkommensteuerpflichtige,stat_description,NA,NA,NA,NA,NA,NA
Wage and Income Tax,Lohn- und Einkommensteuer,stat_description,NA,NA,NA,NA,NA,NA
Performance,Arbeitsleistung,stat_description,NA,NA,NA,NA,NA,NA
Commuters Across National Borders (Place of Work),Einpendler(innen) über Landesgrenzen (Arbeitsort),stat_description,NA,NA,NA,NA,NA,NA
Commuters Across National Borders (Place of Residence),Auspendler(innen) über Landesgrenzen (Wohnort),stat_description,NA,NA,NA,NA,NA,NA
Commuter Balance (over National Border),Pendlersaldo (über Landesgrenze),stat_description,NA,NA,NA,NA,NA,NA
Commuters Across District Boundaries (Place of Work),Einpendler(innen) über Kreisgrenzen (Arbeitsort),stat_description,NA,NA,NA,NA,NA,NA
Commuters Across District Boundaries (Place of Residence),Auspendler(innen) über Kreisgrenzen (Wohnort),stat_description,NA,NA,NA,NA,NA,NA
Commuter Balance (over Municipal Limit),Pendlersaldo (über Gemeindegrenze),stat_description,NA,NA,NA,NA,NA,NA
Commuters over the Municipal Boundary (Place of Work),Einpendler(innen) über Gemeindegrenze (Arbeitsort),stat_description,NA,NA,NA,NA,NA,NA
Outgoing Commuters Across Municipal Boundaries (Place of Residence),Auspendler(innen) über Gemeindegrenzen (Wohnort),stat_description,NA,NA,NA,NA,NA,NA
Commuter Balance (over District Boundary),Pendlersaldo (über Kreisgrenze),stat_description,NA,NA,NA,NA,NA,NA
Active Persons,Tätige Personen,stat_description,NA,NA,NA,NA,NA,NA
People in Communities of Need According to SGB II,Personen in Bedarfsgemeinschaften nach dem SGB II,stat_description,NA,NA,NA,NA,NA,NA
Authorized Benefit Beneficiaries under SGB II,Regelleistungsberechtigte nach dem SGB II,stat_description,NA,NA,NA,NA,NA,NA
"Pedagog., Management and Administration Staff i.Kita.einr.","Pädagog.,Leitungs-u.Verwaltg.personal i.Kita.einr.",stat_description,NA,NA,NA,NA,NA,NA
Child Minders,Kindertagespflegepersonen,stat_description,NA,NA,NA,NA,NA,NA
Of Care,Pflegebedürftige,stat_description,NA,NA,NA,NA,NA,NA
Available Places in Nursing Homes,Verfügbare Plätze in Pflegeheimen,stat_description,NA,NA,NA,NA,NA,NA
Nursing Home Staff,Personal der Pflegeheime,stat_description,NA,NA,NA,NA,NA,NA
Ambulant Care,ambulante Pflege,stat_description,NA,NA,NA,NA,NA,NA
Nursing Home Care Recipients,Pflegebedürftige der Pflegeheime,stat_description,NA,NA,NA,NA,NA,NA
Care Benefit Recipients,Pflegegeldempfänger,stat_description,NA,NA,NA,NA,NA,NA
Health Care,Pflegedienste,stat_description,NA,NA,NA,NA,NA,NA
Nursing Homes,Pflegeheime,stat_description,NA,NA,NA,NA,NA,NA
Available Places in Full Care Permanent Care,Verfügbare Plätze i.Pflegeh.m.vollstat.Dauerpflege,stat_description,NA,NA,NA,NA,NA,NA
Nursing Needs of Nursing Homes with Full Permanent Care,Pflegebedürft.d.Pflegeheime m.vollstat.Dauerpflege,stat_description,NA,NA,NA,NA,NA,NA
People in Need of Nursing Homes with Short-Term Care,Pflegebedürftige der Pflegeheime m.Kurzzeitpflege,stat_description,NA,NA,NA,NA,NA,NA
Those in Need of Care in Nursing Homes with Partial Static Care,Pflegebedürftige der Pflegeheime m.teilstat.Pflege,stat_description,NA,NA,NA,NA,NA,NA
Nursing Staff,Personal der Pflegedienste,stat_description,NA,NA,NA,NA,NA,NA
"Nursing Homes of the Nursing Homes, Fully Inpatient","Pflegebedürftige der Pflegeheime, vollstationär",stat_description,NA,NA,NA,NA,NA,NA
"Long-Term Care, Full Stat.","Pflegebedürft.d.Pflegeheime Dauerpflege, vollstat.",stat_description,NA,NA,NA,NA,NA,NA
Nursing Home of Full Care Homes Short-Term Care,Pflegebed.d.Pflegeheime vollstat. Kurzzeitpflege,stat_description,NA,NA,NA,NA,NA,NA
For Information: Semi-Stationary Care,nachrichtlich: teilstationäre Pflege,stat_description,NA,NA,NA,NA,NA,NA
With Significantly Reduced Everyday Skills,mit erheblich eingeschränkter Alltagskompetenz,stat_description,NA,NA,NA,NA,NA,NA
Message: o.Care..m.collected Daily Life.,nachrichtl.: o.Pflegest.m.erheb.eingesch.Alltagsk.,stat_description,NA,NA,NA,NA,NA,NA
Private Households,Private Haushalte,stat_description,NA,NA,NA,NA,NA,NA
Available Seats,Verfügbare Plätze,stat_description,NA,NA,NA,NA,NA,NA
Approved Places,Genehmigte Plätze,stat_description,NA,NA,NA,NA,NA,NA
Usually Beneficiaries,Regelleistungsempfänger,stat_description,NA,NA,NA,NA,NA,NA
Rooms in Apartments with 7 or more Rooms,Räume in Wohnungen mit 7 oder mehr Räumen,stat_description,NA,NA,NA,NA,NA,NA
Rooms in Apartments with 7 or more Rooms,Räume in Wohnungen mit 7 und mehr Räumen,stat_description,NA,NA,NA,NA,NA,NA
Calculated Number of Full-Time Positions in the Educational Area,Rechn.Zahl d.Vollzeitstellen i.pädagogisch.Bereich,stat_description,NA,NA,NA,NA,NA,NA
Debt kernhh.d.Gem.u.-Verb.je Depending on Occupancy on 30.06.,Schuldenst.d.Kernhh.d.Gem.u.-verb.je Einw.a.30.06.,stat_description,NA,NA,NA,NA,NA,NA
Debt of Core Houses in Communities and Associations,Schuldenstand d.Kernhaush.d.Gemeinden u.-verbände,stat_description,NA,NA,NA,NA,NA,NA
Debts of the Municipalities and Associations of Municipalities,Schulden der Gemeinden und Gemeindeverbände,stat_description,NA,NA,NA,NA,NA,NA
Local Government Debt and AGM on the Credit Market,Schulden der Gemeinden und GV am Kreditmarkt,stat_description,NA,NA,NA,NA,NA,NA
Debts of Legal Unselfish. Facilities,Schulden der rechtl. unselbst. Einrichtungen,stat_description,NA,NA,NA,NA,NA,NA
Local Hospital Debts,Schulden der kommunalen Krankenhäuser,stat_description,NA,NA,NA,NA,NA,NA
Recipient Running a Livelihood,Empfänger lfd. Hilfe zum Lebensunterhalt,stat_description,NA,NA,NA,NA,NA,NA
Youth Welfare Institutions,Einrichtungen der Jugendhilfe,stat_description,NA,NA,NA,NA,NA,NA
Property Tax a - Rate,Grundsteuer A - Hebesatz,stat_description,NA,NA,NA,NA,NA,NA
Property Tax B - Rate,Grundsteuer B - Hebesatz,stat_description,NA,NA,NA,NA,NA,NA
Trade Tax - Rate of Increase,Gewerbesteuer - Hebesatz,stat_description,NA,NA,NA,NA,NA,NA
Community Share in Sales Tax,Gemeindeanteil an der Umsatzsteuer,stat_description,NA,NA,NA,NA,NA,NA
Trade Tax Revenue (Revenue less Levy),Gewerbesteuereinnahmen (Aufkommen abzgl. Umlage),stat_description,NA,NA,NA,NA,NA,NA
Property Tax a - Actual Income,Grundsteuer A - Istaufkommen,stat_description,NA,NA,NA,NA,NA,NA
Property Tax B - Actual Revenue,Grundsteuer B - Istaufkommen,stat_description,NA,NA,NA,NA,NA,NA
Trade Tax - Actual Revenue,Gewerbesteuer - Istaufkommen,stat_description,NA,NA,NA,NA,NA,NA
Property Tax a - Basic Amount,Grundsteuer A - Grundbetrag,stat_description,NA,NA,NA,NA,NA,NA
Property Tax B - Basic Amount,Grundsteuer B - Grundbetrag,stat_description,NA,NA,NA,NA,NA,NA
Trade Tax - Basic Amount,Gewerbesteuer - Grundbetrag,stat_description,NA,NA,NA,NA,NA,NA
Community Share in Income Tax,Gemeindeanteil an der Einkommensteuer,stat_description,NA,NA,NA,NA,NA,NA
Trade Tax Allocation,Gewerbesteuerumlage,stat_description,NA,NA,NA,NA,NA,NA
Umsatzsteuerpflichtige,Umsatzsteuerpflichtige,stat_description,NA,NA,NA,NA,NA,NA
Livestock,Tierbestand,stat_description,NA,NA,NA,NA,NA,NA
Animals,Tiere,stat_description,NA,NA,NA,NA,NA,NA
Livestock Units (GV),Großvieheinheiten (GV),stat_description,NA,NA,NA,NA,NA,NA
Dry Matter from Sewage Tank at the Clarifier.,Trockenmasse a.Abwasserbeh.-anl.dir.ents.Klärschl.,stat_description,NA,NA,NA,NA,NA,NA
Fee for the Drinking Water Supply of Private Households,Entgelt für die Trinkwasserversorgung privater Haushalte,stat_description,NA,NA,NA,NA,NA,NA
Sales,Umsatz,stat_description,NA,NA,NA,NA,NA,NA
Total Sales in the Previous Year,Gesamtumsatz des Vorjahres,stat_description,NA,NA,NA,NA,NA,NA
Taxable Sales for Deliveries and Services,Steuerbarer Umsatz für Lieferungen und Leistungen,stat_description,NA,NA,NA,NA,NA,NA
Foreign Sales,Auslandsumsatz,stat_description,NA,NA,NA,NA,NA,NA
Companies,Unternehmen,stat_description,NA,NA,NA,NA,NA,NA
Craft Enterprises,Handwerksunternehmen,stat_description,NA,NA,NA,NA,NA,NA
Energy Consumption (Total),Energieverbrauch (insgesamt),stat_description,NA,NA,NA,NA,NA,NA
Power Consumption,Stromverbrauch,stat_description,NA,NA,NA,NA,NA,NA
Coal Consumption,Kohleverbrauch,stat_description,NA,NA,NA,NA,NA,NA
Heating Oil Consumption,Heizölverbrauch,stat_description,NA,NA,NA,NA,NA,NA
Gas Consumption,Gasverbrauch,stat_description,NA,NA,NA,NA,NA,NA
Accidents (Total),Unfälle (insgesamt),stat_description,NA,NA,NA,NA,NA,NA
Personal Injury Accidents,Unfälle mit Personenschaden,stat_description,NA,NA,NA,NA,NA,NA
Serious Accidents with Property Damage i.e.,Schwerwiegende Unfälle mit Sachschäden i.e.S.,stat_description,NA,NA,NA,NA,NA,NA
Other Damage to Property under the Influence of Intoxicant,Sons.Sachschadensunf.unter d.Einfl.berausch.Mittel,stat_description,NA,NA,NA,NA,NA,NA
People Killed,Getötete Personen,stat_description,NA,NA,NA,NA,NA,NA
Motor Vehicle Inventory,Kraftfahrzeugbestand,stat_description,NA,NA,NA,NA,NA,NA
Injured Persons,Verletzte Personen,stat_description,NA,NA,NA,NA,NA,NA
Livestock,Viehbestand,stat_description,NA,NA,NA,NA,NA,NA
Gross Wages and Salaries,Bruttolohn- und -gehaltssumme,stat_description,NA,NA,NA,NA,NA,NA
Voters,Wahlberechtigte,stat_description,NA,NA,NA,NA,NA,NA
Valid Voices,Gültige Stimmen,stat_description,NA,NA,NA,NA,NA,NA
Valid Second Votes,Gültige Zweitstimmen,stat_description,NA,NA,NA,NA,NA,NA
Voter Turnout,Wahlbeteiligung,stat_description,NA,NA,NA,NA,NA,NA
Water Volume,Wasseraufkommen,stat_description,NA,NA,NA,NA,NA,NA
Water Utilities,Wasserversorgungsunternehmen,stat_description,NA,NA,NA,NA,NA,NA
Water Production Plants,Wassergewinnungsanlagen,stat_description,NA,NA,NA,NA,NA,NA
Water Extraction,Wassergewinnung,stat_description,NA,NA,NA,NA,NA,NA
M. Conn. on D. Public. Water Supply,Einw. m. Anschl. an d. öffentl. Wasserversorgung,stat_description,NA,NA,NA,NA,NA,NA
House Wells or Springs with Drinking Water Production,Hausbrunnen oder Quellen mit Trinkwassergewinnung,stat_description,NA,NA,NA,NA,NA,NA
Water Delivery to End Users,Wasserabgabe an Letztverbraucher,stat_description,NA,NA,NA,NA,NA,NA
Domestic and Operational Waste Water,häusliches und betriebliches Schmutzwasser,stat_description,NA,NA,NA,NA,NA,NA
Used Water,genutztes Wasser,stat_description,NA,NA,NA,NA,NA,NA
Sewage,Abwasser,stat_description,NA,NA,NA,NA,NA,NA
Dry Matter of the Sewage Sludge Disposed of,Trockenmasse des entsorgten Klärschlamms,stat_description,NA,NA,NA,NA,NA,NA
In Castle. Ew Values: Connected. Population,Angeschloss. Ew-Werte: dar. angeschloss. Einwohner,stat_description,NA,NA,NA,NA,NA,NA
Annual Volume of Wastewater,Jahresabwassermenge,stat_description,NA,NA,NA,NA,NA,NA
Connected Population Values (Ew Values),Angeschlossene Einwohnerwerte (Ew-Werte),stat_description,NA,NA,NA,NA,NA,NA
Wastewater Treatment Plants,Abwasserbehandlungsanlagen,stat_description,NA,NA,NA,NA,NA,NA
Length of the Sewer Network,Länge des Kanalnetzes,stat_description,NA,NA,NA,NA,NA,NA
Households with General Housing Allowance,Haushalte mit allgemeinem Wohngeld,stat_description,NA,NA,NA,NA,NA,NA
Average Entitlement to General Housing Benefit,Durchschn.mtl.Anspruch an allgemeinem Wohngeld,stat_description,NA,NA,NA,NA,NA,NA
Apartments in Buildings with Living Space,Wohnungen in Gebäuden mit Wohnraum,stat_description,NA,NA,NA,NA,NA,NA
Apartments in New Non-Residential Buildings,Wohnungen in neuen Nichtwohngebäuden,stat_description,NA,NA,NA,NA,NA,NA
Apartments,Wohnungen,stat_description,NA,NA,NA,NA,NA,NA
Apartments in Residential Buildings,Wohnungen in Wohngebäuden,stat_description,NA,NA,NA,NA,NA,NA
Apartments in Residential Buildings (without Dormitories),Wohnungen in Wohngebäuden (ohne Wohnheime),stat_description,NA,NA,NA,NA,NA,NA
Apartments in Residential and Non-Residential Buildings,Wohnungen in Wohn- und Nichtwohngebäuden,stat_description,NA,NA,NA,NA,NA,NA
NA,NA,stat_description_full,"** Disposed / Treated Amount of Waste A.d. Own BL **
* from GENESIS Statistics ""Collection of Waste Disposal"" 32111) *
Disposed / Treated Amount of Waste, Delivered from the Own State","**Entsorgte/behandelte Abfallmenge a.d. eig. BL**
*aus GENESIS-Statistik ""Erhebung der Abfallentsorgung"" 32111)*
Entsorgte/behandelte Abfallmenge, angeliefert aus dem eigenen Bundesland",NA,NA,NA,NA
